key,value
userid,1688652251.7178016
age,27
gender,2
time,5
genres,1169409
devices,1
scenario_M1,2
scenario_D1,4
scenario_M2,2
scenario_L3,1
scenario_D3,1
scenario_D2,3
scenario_M3,1
scenario_L2,2
scenario_L1,3
scenario_B,4
scenario_D2,3
scenario_D3,1
scenario_L2,2
scenario_L1,2
scenario_L3,1
scenario_M1,2
scenario_M3,1
scenario_D1,4
scenario_M2,3
