key,value
userid,1688633190.881886
age,30
gender,1
time,5
genres,1067176
devices,1
scenario_D3,1
scenario_M1,3
scenario_L1,5
scenario_L3,2
scenario_D1,4
scenario_L2,4
scenario_D2,4
scenario_M3,2
scenario_M2,2
scenario_B,4
scenario_M1,2
scenario_L2,2
scenario_M2,2
scenario_M3,1
scenario_L3,1
scenario_L1,3
scenario_D1,4
scenario_D2,4
scenario_D3,3
