key,value
userid,1688645154.5942347
age,21
gender,2
time,2
genres,201343008
devices,1
scenario_M1,2
scenario_D3,3
scenario_L2,2
scenario_M2,3
scenario_D1,4
scenario_L3,1
scenario_D2,5
scenario_L1,3
scenario_M3,2
scenario_B,3
scenario_L1,4
scenario_D1,5
scenario_M1,3
scenario_M3,2
scenario_L3,1
scenario_L2,5
scenario_M2,3
scenario_D3,4
scenario_D2,5
