key,value
age,27
gender,2
time,3
genres,74481667
devices,13
L2a,2
M1a,2
M3a,2
D1a,4
D2a,3
L3a,1
M2a,2
D3a,4
L1a,4
B,4
L3b,1
D1b,4
L2b,3
M1b,2
M3b,2
L1b,3
M2b,3
D3b,3
D2b,4
