key,value
age,23
gender,2
time,2
genres,1179651
devices,3
L2a,3
M2a,2
L1a,4
D2a,3
D3a,2
L3a,2
M3a,3
M1a,4
D1a,4
B,5
L2b,4
M3b,2
L3b,2
L1b,3
D1b,4
D2b,4
M2b,3
M1b,3
D3b,2
