key,value
userid,1688654447.2928376
age,33
gender,2
time,3
genres,148389889
devices,1
scenario_D1,4
scenario_D2,2
scenario_L2,3
scenario_D3,2
scenario_L3,1
scenario_M1,3
scenario_L1,4
scenario_M2,2
scenario_M3,2
scenario_B,4
scenario_M2,2
scenario_D1,4
scenario_M1,3
scenario_L1,3
scenario_M3,1
scenario_D2,3
scenario_L3,3
scenario_L2,4
scenario_D3,1
